date,actual_c,prediction_c,persistence_c,fusion_coefficient
2024-01-31,21.053965,21.621729,21.18140750000002,0.0
2024-02-01,21.556503,21.309061,21.05396333333336,0.0
2024-02-02,22.922209,22.005323,21.55650375000002,0.0
2024-02-03,22.281816,22.993525,22.92220916666669,0.0
2024-02-04,21.370619,22.586874,22.28181541666669,0.0
2024-02-05,21.384192,21.934769,21.370619583333355,0.0
2024-02-06,23.693071,21.973595,21.384190000000018,0.0
2024-02-07,23.865297,23.974316,23.69307041666669,0.0
2024-02-08,23.568235,24.287834,23.86529791666669,0.0
2024-02-09,22.357752,24.064905,23.56823458333336,0.0
2024-02-10,21.274862,22.161158,22.357751250000025,0.0
2024-02-11,22.734816,21.852837,21.274862916666688,0.0
2024-02-12,23.310467,23.46195,22.734816666666685,0.0
2024-02-13,22.783358,23.568193,23.310466666666695,0.0
2024-02-14,22.749722,23.213896,22.783357500000022,0.0
2024-02-15,24.359184,22.870813,22.749721666666687,0.0
2024-02-16,24.169168,24.205687,24.359185000000025,0.0
2024-02-17,23.858622,24.5127,24.169167500000018,0.0
2024-02-18,23.085514,24.580873,23.85862291666669,0.0
2024-02-19,23.115194,23.485842,23.085514166666684,0.0
2024-02-20,24.106428,23.685152,23.115194583333352,0.0
2024-02-21,25.093004,24.539028,24.10642875000002,0.0
2024-02-22,26.974224,25.052496,25.093003333333353,0.0
2024-02-23,26.789454,26.584822,26.974223750000018,0.0
2024-02-24,24.56697,26.942276,26.789453333333352,0.0
2024-02-25,25.61834,24.90644,24.56697041666668,0.0
2024-02-26,25.306452,26.183231,25.618340833333363,0.0
2024-02-27,26.018026,25.674257,25.306451666666693,0.0
2024-02-28,26.648073,26.803677,26.018026250000023,0.0
2024-02-29,25.643818,26.81891,26.648072500000016,0.0
2024-03-01,25.171835,25.70199,25.64381833333336,0.0
2024-03-02,25.46815,25.763638,25.171832916666688,0.0
2024-03-03,26.580284,26.221645,25.468149583333354,0.0
2024-03-04,26.770256,27.159937,26.580284166666683,0.0
2024-03-05,26.683695,27.285852,26.770256666666683,0.0
2024-03-06,25.158516,27.111677,26.683693750000018,0.0
2024-03-07,24.76151,25.541822,25.15851416666669,0.0
2024-03-08,25.233334,25.697954,24.761510416666695,0.0
2024-03-09,25.132322,26.194462,25.233332083333362,0.0
2024-03-10,24.629166,25.765987,25.132321666666694,0.0
2024-03-11,27.029497,25.67555,24.629165416666694,0.0
2024-03-12,27.964216,27.795416,27.029495833333346,0.0
2024-03-13,26.810135,27.968243,27.96421625000002,0.0
2024-03-14,27.340136,27.577114,26.81013583333335,0.0
2024-03-15,28.185902,27.762463,27.34013500000002,0.0
2024-03-16,27.460077,28.440014,28.18590000000003,0.0
2024-03-17,27.50192,27.669678,27.460077500000022,0.0
2024-03-18,27.91824,27.565351,27.501920000000023,0.0
2024-03-19,29.241678,28.235281,27.918240000000022,0.0
2024-03-20,29.516144,29.177895,29.241679166666685,0.0
2024-03-21,27.84832,29.284456,29.516142083333364,0.0
2024-03-22,25.07947,27.107328,27.848318750000022,0.0
2024-03-23,27.568396,26.64895,25.079468333333352,0.0
2024-03-24,27.869118,28.293285,27.56839541666669,0.0
2024-03-25,28.206276,28.039997,27.869116666666695,0.0
2024-03-26,29.18085,28.611294,28.20627625000003,0.0
2024-03-27,29.614576,29.212904,29.18084916666669,0.0
2024-03-28,29.823145,29.231554,29.61457458333335,0.0
2024-03-29,31.026018,29.838171,29.82314416666669,0.0
2024-03-30,31.740282,30.324661,31.026019166666696,0.0
2024-03-31,31.638958,30.614378,31.74028291666669,0.0
2024-04-01,33.10087,31.017134,31.638957083333356,0.0
2024-04-02,33.121395,32.272476,33.10086666666668,0.0
2024-04-03,33.542534,32.27748,33.121396250000025,0.0
2024-04-04,33.415527,32.741066,33.54253083333336,0.0
2024-04-05,34.55183,32.8929,33.41552666666669,0.0
2024-04-06,35.447987,33.693356,34.55182958333336,0.0
2024-04-07,33.785324,34.4738,35.447985000000024,0.0
2024-04-08,32.834435,32.825287,33.78532541666669,0.0
2024-04-09,32.13692,32.50985,32.83443500000002,0.0
2024-04-10,32.7291,32.024807,32.13692041666669,0.0
2024-04-11,32.291443,32.54159,32.72909666666669,0.0
2024-04-12,31.693375,32.214497,32.29144041666669,0.0
2024-04-13,31.762995,31.857298,31.69337291666669,0.0
2024-04-14,31.960302,31.866047,31.762994166666687,0.0
2024-04-15,32.783234,31.745146,31.960302500000022,0.0
2024-04-16,33.877567,32.80195,32.78323208333336,0.0
2024-04-17,33.50579,33.07312,33.877565000000025,0.0
2024-04-18,33.122925,33.05374,33.50579125000002,0.0
2024-04-19,34.016502,32.778,33.12292500000003,0.0
2024-04-20,34.836414,33.627434,34.01650208333336,0.0
2024-04-21,34.677475,33.841587,34.83641333333335,0.0
2024-04-22,35.08748,33.825478,34.67747458333335,0.0
2024-04-23,34.689816,34.27093,35.08747666666669,0.0
2024-04-24,34.059925,34.33551,34.68981541666668,0.0
2024-04-25,34.34007,32.97556,34.05992375000002,0.0
2024-04-26,34.439022,34.19911,34.34006875000002,0.0
2024-04-27,35.51703,34.29766,34.43902083333336,0.0
2024-04-28,36.613857,35.211395,35.51702750000002,0.0
2024-04-29,35.137234,35.53152,36.61385916666669,0.0
2024-04-30,35.91544,34.367397,35.13723333333335,0.0
2024-05-01,34.590137,35.34969,35.91543791666669,0.0
2024-05-02,30.189774,34.122227,34.59013625000003,0.0
2024-05-03,30.083305,28.873299,30.18977375000002,0.0
2024-05-04,30.607046,31.071333,30.083302916666693,0.0
2024-05-05,31.538057,31.090616,30.60704541666669,0.0
2024-05-06,30.397308,31.865313,31.53805583333336,0.0
2024-05-07,29.265879,31.039745,30.39730750000002,0.0
2024-05-08,31.33222,29.928932,29.26587916666669,0.0
2024-05-09,31.649786,31.669245,31.33222125000002,0.0
2024-05-10,30.98626,31.241753,31.649785416666685,0.0
2024-05-11,31.220444,31.309118,30.986258333333357,0.0
2024-05-12,32.01355,31.639408,31.220444166666695,0.0
2024-05-13,33.56617,32.168125,32.013549166666685,0.0
2024-05-14,35.34471,33.397987,33.566166250000016,0.0
2024-05-15,35.702152,34.597088,35.34471125000002,0.0
2024-05-16,36.822906,34.824875,35.70215041666668,0.0
2024-05-17,36.98382,35.670906,36.82290666666668,0.0
2024-05-18,32.894913,34.94556,36.98382125000003,0.0
2024-05-19,32.386005,30.755013,32.89491416666669,0.0
2024-05-20,31.934135,32.10508,32.386006250000015,0.0
2024-05-21,29.265696,32.068935,31.934135833333357,0.0
2024-05-22,31.434576,29.566904,29.265695833333364,0.0
2024-05-23,32.613342,32.19886,31.43457708333335,0.0
2024-05-24,32.309364,32.46551,32.613341666666685,0.0
2024-05-25,29.403177,31.422306,32.30936500000002,0.0
2024-05-26,28.817392,28.167618,29.403177083333357,0.0
2024-05-27,28.83877,28.048336,28.81739166666669,0.0
2024-05-28,30.091314,29.149763,28.838770416666687,0.0
2024-05-29,30.822802,29.513191,30.09131375000003,0.0
2024-05-30,31.832699,30.440739,30.82280291666669,0.0
2024-05-31,31.239477,31.822758,31.83269791666669,0.0
2024-06-01,30.184572,29.968777,31.239475416666693,0.0
