date,actual_c,prediction_c,persistence_c,fusion_coefficient
2024-01-31,21.053965,21.85135,21.18140750000002,0.5
2024-02-01,21.556503,21.504536,21.05396333333336,0.5
2024-02-02,22.922209,22.319431,21.55650375000002,0.5
2024-02-03,22.281816,23.120544,22.92220916666669,0.5
2024-02-04,21.370619,22.569176,22.28181541666669,0.5
2024-02-05,21.384192,21.955013,21.370619583333355,0.5
2024-02-06,23.693071,22.043026,21.384190000000018,0.5
2024-02-07,23.865297,23.91131,23.69307041666669,0.5
2024-02-08,23.568235,24.15404,23.86529791666669,0.5
2024-02-09,22.357752,23.892267,23.56823458333336,0.5
2024-02-10,21.274862,22.02861,22.357751250000025,0.5
2024-02-11,22.734816,21.970446,21.274862916666688,0.5
2024-02-12,23.310467,23.391092,22.734816666666685,0.5
2024-02-13,22.783358,23.363268,23.310466666666695,0.5
2024-02-14,22.749722,23.1888,22.783357500000022,0.5
2024-02-15,24.359184,23.08461,22.749721666666687,0.5
2024-02-16,24.169168,24.44283,24.359185000000025,0.5
2024-02-17,23.858622,24.490475,24.169167500000018,0.5
2024-02-18,23.085514,24.594938,23.85862291666669,0.5
2024-02-19,23.115194,23.557825,23.085514166666684,0.5
2024-02-20,24.106428,23.897074,23.115194583333352,0.5
2024-02-21,25.093004,24.592178,24.10642875000002,0.5
2024-02-22,26.974224,24.967773,25.093003333333353,0.5
2024-02-23,26.789454,26.48191,26.974223750000018,0.5
2024-02-24,24.56697,26.695887,26.789453333333352,0.5
2024-02-25,25.61834,24.887196,24.56697041666668,0.5
2024-02-26,25.306452,26.246897,25.618340833333363,0.5
2024-02-27,26.018026,25.53632,25.306451666666693,0.5
2024-02-28,26.648073,26.744959,26.018026250000023,0.5
2024-02-29,25.643818,26.7087,26.648072500000016,0.5
2024-03-01,25.171835,25.676394,25.64381833333336,0.5
2024-03-02,25.46815,25.677246,25.171832916666688,0.5
2024-03-03,26.580284,26.144165,25.468149583333354,0.5
2024-03-04,26.770256,26.839096,26.580284166666683,0.5
2024-03-05,26.683695,27.131538,26.770256666666683,0.5
2024-03-06,25.158516,26.927633,26.683693750000018,0.5
2024-03-07,24.76151,25.397915,25.15851416666669,0.5
2024-03-08,25.233334,25.629297,24.761510416666695,0.5
2024-03-09,25.132322,26.114937,25.233332083333362,0.5
2024-03-10,24.629166,25.634296,25.132321666666694,0.5
2024-03-11,27.029497,25.61643,24.629165416666694,0.5
2024-03-12,27.964216,27.74563,27.029495833333346,0.5
2024-03-13,26.810135,27.665358,27.96421625000002,0.5
2024-03-14,27.340136,27.539457,26.81013583333335,0.5
2024-03-15,28.185902,27.772411,27.34013500000002,0.5
2024-03-16,27.460077,28.647556,28.18590000000003,0.5
2024-03-17,27.50192,27.77309,27.460077500000022,0.5
2024-03-18,27.91824,27.857975,27.501920000000023,0.5
2024-03-19,29.241678,28.435719,27.918240000000022,0.5
