date,actual_c,prediction_c,persistence_c,fusion_coefficient
2024-01-31,21.053965,21.718798,21.18140750000002,0.335988
2024-02-01,21.556503,21.342463,21.05396333333336,0.335988
2024-02-02,22.922209,22.068968,21.55650375000002,0.335988
2024-02-03,22.281816,23.008873,22.92220916666669,0.335988
2024-02-04,21.370619,22.509996,22.28181541666669,0.335988
2024-02-05,21.384192,21.889961,21.370619583333355,0.335988
2024-02-06,23.693071,22.000689,21.384190000000018,0.335988
2024-02-07,23.865297,23.815453,23.69307041666669,0.335988
2024-02-08,23.568235,24.045038,23.86529791666669,0.335988
2024-02-09,22.357752,23.835905,23.56823458333336,0.335988
2024-02-10,21.274862,21.89442,22.357751250000025,0.335988
2024-02-11,22.734816,21.818388,21.274862916666688,0.335988
2024-02-12,23.310467,23.41453,22.734816666666685,0.335988
2024-02-13,22.783358,23.43516,23.310466666666695,0.335988
2024-02-14,22.749722,23.044474,22.783357500000022,0.335988
2024-02-15,24.359184,22.868256,22.749721666666687,0.335988
2024-02-16,24.169168,24.192122,24.359185000000025,0.335988
2024-02-17,23.858622,24.331457,24.169167500000018,0.335988
2024-02-18,23.085514,24.434734,23.85862291666669,0.335988
2024-02-19,23.115194,23.389198,23.085514166666684,0.335988
2024-02-20,24.106428,23.679167,23.115194583333352,0.335988
2024-02-21,25.093004,24.455547,24.10642875000002,0.335988
2024-02-22,26.974224,24.84292,25.093003333333353,0.335988
2024-02-23,26.789454,26.340078,26.974223750000018,0.335988
2024-02-24,24.56697,26.506493,26.789453333333352,0.335988
2024-02-25,25.61834,24.562246,24.56697041666668,0.335988
2024-02-26,25.306452,25.990833,25.618340833333363,0.335988
2024-02-27,26.018026,25.304647,25.306451666666693,0.335988
2024-02-28,26.648073,26.471579,26.018026250000023,0.335988
2024-02-29,25.643818,26.46047,26.648072500000016,0.335988
2024-03-01,25.171835,25.30201,25.64381833333336,0.335988
2024-03-02,25.46815,25.498398,25.171832916666688,0.335988
