date,actual_c,prediction_c,persistence_c,fusion_coefficient
2024-01-31,21.053965,21.525753,21.18140750000002,0.7425842
2024-02-01,21.556503,21.128918,21.05396333333336,0.7425842
2024-02-02,22.922209,21.910622,21.55650375000002,0.7425842
2024-02-03,22.281816,22.847084,22.92220916666669,0.7425842
2024-02-04,21.370619,22.272463,22.28181541666669,0.7425842
2024-02-05,21.384192,21.679852,21.370619583333355,0.7425842
2024-02-06,23.693071,21.72455,21.384190000000018,0.7425842
2024-02-07,23.865297,23.679754,23.69307041666669,0.7425842
2024-02-08,23.568235,23.914469,23.86529791666669,0.7425842
2024-02-09,22.357752,23.767666,23.56823458333336,0.7425842
2024-02-10,21.274862,21.733013,22.357751250000025,0.7425842
2024-02-11,22.734816,21.678997,21.274862916666688,0.7425842
2024-02-12,23.310467,23.207405,22.734816666666685,0.7425842
2024-02-13,22.783358,23.226456,23.310466666666695,0.7425842
2024-02-14,22.749722,22.933039,22.783357500000022,0.7425842
2024-02-15,24.359184,22.720047,22.749721666666687,0.7425842
2024-02-16,24.169168,24.270658,24.359185000000025,0.7425842
2024-02-17,23.858622,24.39701,24.169167500000018,0.7425842
2024-02-18,23.085514,24.338238,23.85862291666669,0.7425842
2024-02-19,23.115194,23.259434,23.085514166666684,0.7425842
2024-02-20,24.106428,23.653915,23.115194583333352,0.7425842
2024-02-21,25.093004,24.451162,24.10642875000002,0.7425842
2024-02-22,26.974224,24.88596,25.093003333333353,0.7425842
2024-02-23,26.789454,26.464025,26.974223750000018,0.7425842
2024-02-24,24.56697,26.680508,26.789453333333352,0.7425842
2024-02-25,25.61834,24.77624,24.56697041666668,0.7425842
2024-02-26,25.306452,26.04636,25.618340833333363,0.7425842
2024-02-27,26.018026,25.405128,25.306451666666693,0.7425842
2024-02-28,26.648073,26.624294,26.018026250000023,0.7425842
2024-02-29,25.643818,26.590797,26.648072500000016,0.7425842
2024-03-01,25.171835,25.613651,25.64381833333336,0.7425842
2024-03-02,25.46815,25.58483,25.171832916666688,0.7425842
2024-03-03,26.580284,26.06246,25.468149583333354,0.7425842
2024-03-04,26.770256,26.889711,26.580284166666683,0.7425842
