date,actual_c,prediction_c,persistence_c,feature_gate
2024-01-31,21.053965,21.590136,21.18140750000002,0.35949135
2024-02-01,21.556503,21.37084,21.05396333333336,0.35949135
2024-02-02,22.922209,22.095945,21.55650375000002,0.35949135
2024-02-03,22.281816,23.016392,22.92220916666669,0.35949135
2024-02-04,21.370619,22.546299,22.28181541666669,0.35949135
2024-02-05,21.384192,21.8599,21.370619583333355,0.35949135
2024-02-06,23.693071,21.922499,21.384190000000018,0.35949135
2024-02-07,23.865297,23.782507,23.69307041666669,0.35949135
2024-02-08,23.568235,24.233467,23.86529791666669,0.35949135
2024-02-09,22.357752,23.861982,23.56823458333336,0.35949135
2024-02-10,21.274862,22.016006,22.357751250000025,0.35949135
2024-02-11,22.734816,21.912289,21.274862916666688,0.35949135
2024-02-12,23.310467,23.276348,22.734816666666685,0.35949135
2024-02-13,22.783358,23.391842,23.310466666666695,0.35949135
2024-02-14,22.749722,23.121943,22.783357500000022,0.35949135
2024-02-15,24.359184,22.957455,22.749721666666687,0.35949135
2024-02-16,24.169168,24.407663,24.359185000000025,0.35949135
2024-02-17,23.858622,24.577564,24.169167500000018,0.35949135
2024-02-18,23.085514,24.602531,23.85862291666669,0.35949135
2024-02-19,23.115194,23.577314,23.085514166666684,0.35949135
2024-02-20,24.106428,23.952267,23.115194583333352,0.35949135
2024-02-21,25.093004,24.674002,24.10642875000002,0.35949135
2024-02-22,26.974224,25.06177,25.093003333333353,0.35949135
2024-02-23,26.789454,26.527014,26.974223750000018,0.35949135
2024-02-24,24.56697,26.7535,26.789453333333352,0.35949135
2024-02-25,25.61834,24.928514,24.56697041666668,0.35949135
2024-02-26,25.306452,26.131855,25.618340833333363,0.35949135
2024-02-27,26.018026,25.680248,25.306451666666693,0.35949135
2024-02-28,26.648073,26.704529,26.018026250000023,0.35949135
2024-02-29,25.643818,26.780643,26.648072500000016,0.35949135
2024-03-01,25.171835,25.69325,25.64381833333336,0.35949135
2024-03-02,25.46815,25.671797,25.171832916666688,0.35949135
2024-03-03,26.580284,26.211988,25.468149583333354,0.35949135
2024-03-04,26.770256,27.06951,26.580284166666683,0.35949135
2024-03-05,26.683695,27.318764,26.770256666666683,0.35949135
2024-03-06,25.158516,27.160646,26.683693750000018,0.35949135
2024-03-07,24.76151,25.506628,25.15851416666669,0.35949135
2024-03-08,25.233334,25.788574,24.761510416666695,0.35949135
2024-03-09,25.132322,26.328922,25.233332083333362,0.35949135
2024-03-10,24.629166,25.765388,25.132321666666694,0.35949135
2024-03-11,27.029497,25.840805,24.629165416666694,0.35949135
2024-03-12,27.964216,27.828428,27.029495833333346,0.35949135
2024-03-13,26.810135,28.022665,27.96421625000002,0.35949135
2024-03-14,27.340136,27.853252,26.81013583333335,0.35949135
2024-03-15,28.185902,27.90222,27.34013500000002,0.35949135
2024-03-16,27.460077,28.676376,28.18590000000003,0.35949135
2024-03-17,27.50192,27.953037,27.460077500000022,0.35949135
2024-03-18,27.91824,27.924406,27.501920000000023,0.35949135
2024-03-19,29.241678,28.513285,27.918240000000022,0.35949135
2024-03-20,29.516144,29.286171,29.241679166666685,0.35949135
2024-03-21,27.84832,29.315378,29.516142083333364,0.35949135
2024-03-22,25.07947,27.626835,27.848318750000022,0.35949135
2024-03-23,27.568396,26.863485,25.079468333333352,0.35949135
2024-03-24,27.869118,28.510157,27.56839541666669,0.35949135
2024-03-25,28.206276,28.23122,27.869116666666695,0.35949135
2024-03-26,29.18085,28.653,28.20627625000003,0.35949135
2024-03-27,29.614576,29.270723,29.18084916666669,0.35949135
2024-03-28,29.823145,29.223944,29.61457458333335,0.35949135
2024-03-29,31.026018,29.79589,29.82314416666669,0.35949135
2024-03-30,31.740282,30.301311,31.026019166666696,0.35949135
2024-03-31,31.638958,30.620798,31.74028291666669,0.35949135
2024-04-01,33.10087,31.170675,31.638957083333356,0.35949135
2024-04-02,33.121395,32.188446,33.10086666666668,0.35949135
2024-04-03,33.542534,32.191196,33.121396250000025,0.35949135
2024-04-04,33.415527,32.53389,33.54253083333336,0.35949135
2024-04-05,34.55183,32.652386,33.41552666666669,0.35949135
2024-04-06,35.447987,33.28357,34.55182958333336,0.35949135
2024-04-07,33.785324,33.9291,35.447985000000024,0.35949135
2024-04-08,32.834435,32.60676,33.78532541666669,0.35949135
2024-04-09,32.13692,32.28399,32.83443500000002,0.35949135
2024-04-10,32.7291,31.820505,32.13692041666669,0.35949135
2024-04-11,32.291443,32.230984,32.72909666666669,0.35949135
2024-04-12,31.693375,32.032196,32.29144041666669,0.35949135
2024-04-13,31.762995,31.738953,31.69337291666669,0.35949135
2024-04-14,31.960302,31.781025,31.762994166666687,0.35949135
2024-04-15,32.783234,31.590782,31.960302500000022,0.35949135
2024-04-16,33.877567,32.696667,32.78323208333336,0.35949135
2024-04-17,33.50579,32.964188,33.877565000000025,0.35949135
2024-04-18,33.122925,33.0027,33.50579125000002,0.35949135
2024-04-19,34.016502,32.76327,33.12292500000003,0.35949135
2024-04-20,34.836414,33.624138,34.01650208333336,0.35949135
2024-04-21,34.677475,33.771313,34.83641333333335,0.35949135
2024-04-22,35.08748,33.872005,34.67747458333335,0.35949135
2024-04-23,34.689816,34.270573,35.08747666666669,0.35949135
2024-04-24,34.059925,34.343723,34.68981541666668,0.35949135
2024-04-25,34.34007,33.025486,34.05992375000002,0.35949135
2024-04-26,34.439022,34.046417,34.34006875000002,0.35949135
2024-04-27,35.51703,34.256054,34.43902083333336,0.35949135
2024-04-28,36.613857,35.009056,35.51702750000002,0.35949135
2024-04-29,35.137234,35.260475,36.61385916666669,0.35949135
2024-04-30,35.91544,34.26815,35.13723333333335,0.35949135
2024-05-01,34.590137,35.05076,35.91543791666669,0.35949135
2024-05-02,30.189774,33.907482,34.59013625000003,0.35949135
2024-05-03,30.083305,29.366646,30.18977375000002,0.35949135
2024-05-04,30.607046,31.532135,30.083302916666693,0.35949135
2024-05-05,31.538057,31.113195,30.60704541666669,0.35949135
2024-05-06,30.397308,31.857615,31.53805583333336,0.35949135
2024-05-07,29.265879,31.125916,30.39730750000002,0.35949135
2024-05-08,31.33222,30.146126,29.26587916666669,0.35949135
2024-05-09,31.649786,31.865086,31.33222125000002,0.35949135
2024-05-10,30.98626,31.230963,31.649785416666685,0.35949135
2024-05-11,31.220444,31.46201,30.986258333333357,0.35949135
2024-05-12,32.01355,31.74887,31.220444166666695,0.35949135
2024-05-13,33.56617,32.26366,32.013549166666685,0.35949135
2024-05-14,35.34471,33.392864,33.566166250000016,0.35949135
2024-05-15,35.702152,34.563404,35.34471125000002,0.35949135
2024-05-16,36.822906,34.78603,35.70215041666668,0.35949135
2024-05-17,36.98382,35.50414,36.82290666666668,0.35949135
2024-05-18,32.894913,34.75917,36.98382125000003,0.35949135
2024-05-19,32.386005,31.040567,32.89491416666669,0.35949135
2024-05-20,31.934135,32.32904,32.386006250000015,0.35949135
2024-05-21,29.265696,32.090443,31.934135833333357,0.35949135
2024-05-22,31.434576,29.742735,29.265695833333364,0.35949135
2024-05-23,32.613342,32.588898,31.43457708333335,0.35949135
2024-05-24,32.309364,32.38963,32.613341666666685,0.35949135
2024-05-25,29.403177,31.546103,32.30936500000002,0.35949135
2024-05-26,28.817392,28.090364,29.403177083333357,0.35949135
2024-05-27,28.83877,28.312065,28.81739166666669,0.35949135
2024-05-28,30.091314,29.442148,28.838770416666687,0.35949135
2024-05-29,30.822802,29.804712,30.09131375000003,0.35949135
2024-05-30,31.832699,30.508005,30.82280291666669,0.35949135
2024-05-31,31.239477,31.892607,31.83269791666669,0.35949135
2024-06-01,30.184572,30.17004,31.239475416666693,0.35949135
2024-06-02,29.49827,29.558725,30.184572083333347,0.35949135
2024-06-03,30.018223,29.832119,29.49827083333336,0.35949135
2024-06-04,30.46338,30.582872,30.01822208333336,0.35949135
2024-06-05,30.779673,30.786497,30.46338041666669,0.35949135
2024-06-06,29.753351,30.611786,30.779670833333352,0.35949135
2024-06-07,29.517529,29.890364,29.753350833333354,0.35949135
2024-06-08,30.782433,29.799822,29.517528750000025,0.35949135
